rep, RING, TREE, NETA, NETB, TORUS, GRAPH, SAME, GOODBAD, RAND
1, 2.026057591256151e-05, 2.026057756642963e-05, 2.026057780287245e-05, 2.026057631279018e-05, 2.0260566855904033e-05, 2.026057195666113e-05, 2.0260586945332414e-05, 2.0260578705131737e-05, 2.0260574079719647e-05
2, 2.0260574025124362e-05, 2.0260575091990162e-05, 2.0260579855738213e-05, 2.026058301775162e-05, 2.0260568292210635e-05, 2.026057223456339e-05, 2.0260580474758805e-05, 2.026057801427532e-05, 2.0260582327715893e-05
3, 2.0260577682188092e-05, 2.0260578790513875e-05, 2.0260581883153937e-05, 2.0260575764784776e-05, 2.026055722128446e-05, 2.026056888660108e-05, 2.026058170910568e-05, 2.026057068660275e-05, 2.0260587293839604e-05
4, 2.026057808529027e-05, 2.0260583980353586e-05, 2.0260576880909676e-05, 2.0260585746287156e-05, 2.0260572866308727e-05, 2.0260586348067467e-05, 2.0260584732784096e-05, 2.0260574025124362e-05, 2.0260583703271985e-05
5, 2.0260573830551695e-05, 2.0260584957322837e-05, 2.02605795523853e-05, 2.0260582421718376e-05, 2.0260571064254223e-05, 2.026057277476928e-05, 2.0260585542683455e-05, 2.0260574793152788e-05, 2.026058410473244e-05
6, 2.0260562221877055e-05, 2.0260570011345527e-05, 2.026058352060338e-05, 2.026057757094503e-05, 2.0260569253579732e-05, 2.026057733696516e-05, 2.026057228176983e-05, 2.026058223248194e-05, 2.0260577719953263e-05
7, 2.026057277476928e-05, 2.026058301775162e-05, 2.0260574765239407e-05, 2.026058465971665e-05, 2.0260569943614563e-05, 2.02605738079747e-05, 2.0260582663087208e-05, 2.0260573830551695e-05, 2.026057078388905e-05
8, 2.0260565236929354e-05, 2.026057823799293e-05, 2.026058405342103e-05, 2.0260578426818808e-05, 2.0260572849478606e-05, 2.0260582092914935e-05, 2.0260574974179273e-05, 2.0260573176229297e-05, 2.0260574025124362e-05
9, 2.0260581240324774e-05, 2.0260575503302056e-05, 2.026058603937797e-05, 2.026058497989986e-05, 2.026057835621435e-05, 2.026057850234916e-05, 2.0260588126726684e-05, 2.0260574773449226e-05, 2.0260584820629233e-05
10, 2.0260573914291832e-05, 2.0260578287662347e-05, 2.0260579108644443e-05, 2.026057857008018e-05, 2.0260574025124362e-05, 2.026057607347396e-05, 2.0260576477397054e-05, 2.0260574025124362e-05, 2.0260584800104672e-05
11, 2.0260571650024523e-05, 2.0260579315942435e-05, 2.0260581179572084e-05, 2.0260582347829964e-05, 2.026056948017058e-05, 2.0260570428404086e-05, 2.026058209209395e-05, 2.0260575733997954e-05, 2.026057535183091e-05
12, 2.02605807247479e-05, 2.0260576477397054e-05, 2.0260583738163742e-05, 2.0260586098078235e-05, 2.0260576309916743e-05, 2.0260569476476164e-05, 2.0260579297880826e-05, 2.0260576487248837e-05, 2.0260582706188784e-05
13, 2.0260572666399706e-05, 2.0260585951943313e-05, 2.026058352060338e-05, 2.026058548603565e-05, 2.0260583239416882e-05, 2.0260582327715893e-05, 2.0260577640318006e-05, 2.0260572023981617e-05, 2.0260583980353586e-05
14, 2.026057049326162e-05, 2.0260572262887253e-05, 2.0260582100303776e-05, 2.0260576573041446e-05, 2.0260572304757312e-05, 2.0260576128479744e-05, 2.0260578003192064e-05, 2.026056813745567e-05, 2.026057143205393e-05
15, 2.0260569757662283e-05, 2.0260573750095488e-05, 2.0260583703271985e-05, 2.0260579520777482e-05, 2.0260574570256237e-05, 2.0260568803271478e-05, 2.026058301775162e-05, 2.0260570909909706e-05, 2.0260568834058276e-05
16, 2.0260573830551695e-05, 2.026058193200239e-05, 2.026057823799293e-05, 2.026058657712165e-05, 2.0260574930667238e-05, 2.0260576246701136e-05, 2.026058301775162e-05, 2.026057628241385e-05, 2.0260579675943113e-05
17, 2.0260582453736693e-05, 2.026058355303219e-05, 2.0260581503039113e-05, 2.0260574974179273e-05, 2.026057631155871e-05, 2.026057477098628e-05, 2.0260581483335538e-05, 2.026057857008018e-05, 2.026057743589349e-05
18, 2.0260571975133214e-05, 2.0260570267902218e-05, 2.0260575683097078e-05, 2.0260582214420324e-05, 2.026056834105902e-05, 2.0260574025124362e-05, 2.02605754741572e-05, 2.0260572619193262e-05, 2.026057983644513e-05
19, 2.026056854712532e-05, 2.0260579022851814e-05, 2.0260587203941988e-05, 2.0260578115256112e-05, 2.0260572270686577e-05, 2.0260574973358292e-05, 2.0260581341716088e-05, 2.026057647575509e-05, 2.0260584810777447e-05
20, 2.0260574249662866e-05, 2.0260576066085122e-05, 2.026058469460841e-05, 2.0260578034389382e-05, 2.02605729927399e-05, 2.026057444054112e-05, 2.0260571769477338e-05, 2.0260573402409747e-05, 2.0260580441919514e-05
21, 2.0260572651211548e-05, 2.0260575422435347e-05, 2.0260582347829964e-05, 2.0260587362802156e-05, 2.0260574579697527e-05, 2.0260574018966998e-05, 2.0260569526556028e-05, 2.0260571710366666e-05, 2.0260581658204775e-05
22, 2.0260583135152107e-05, 2.0260583669611706e-05, 2.0260586395273975e-05, 2.0260580489946973e-05, 2.0260575764784776e-05, 2.0260578765884413e-05, 2.026058301775162e-05, 2.0260576841913034e-05, 2.0260575575137965e-05
23, 2.026057993250005e-05, 2.02605703967963e-05, 2.0260592140923187e-05, 2.02605829578199e-05, 2.026057438266191e-05, 2.0260568938733394e-05, 2.0260572604005104e-05, 2.0260576071011012e-05, 2.0260580527712157e-05
24, 2.026056507765904e-05, 2.026058301775162e-05, 2.0260576606291216e-05, 2.0260574138419837e-05, 2.0260570948906327e-05, 2.0260579855738213e-05, 2.0260587039745434e-05, 2.026057628241385e-05, 2.026057895265784e-05
25, 2.0260572120857443e-05, 2.026058301775162e-05, 2.0260581483335538e-05, 2.026058507759679e-05, 2.026057733696516e-05, 2.0260575182298162e-05, 2.0260573129433346e-05, 2.0260570757207155e-05, 2.0260585015202113e-05
26, 2.0260576103850286e-05, 2.026057228176983e-05, 2.0260577503624504e-05, 2.0260585761475335e-05, 2.0260569992873446e-05, 2.0260579947277728e-05, 2.0260585674861662e-05, 2.026057575411201e-05, 2.0260582347829964e-05
27, 2.0260572363867987e-05, 2.0260574025124362e-05, 2.0260586733929355e-05, 2.0260576093588015e-05, 2.02605703967963e-05, 2.0260574974179273e-05, 2.0260576323873437e-05, 2.0260577410032557e-05, 2.0260573337962687e-05
28, 2.0260574025124362e-05, 2.026057835621435e-05, 2.0260574025124362e-05, 2.0260580601600562e-05, 2.026057850234916e-05, 2.0260577106679715e-05, 2.0260575608798224e-05, 2.0260575773815574e-05, 2.0260583823545924e-05
29, 2.026057398776969e-05, 2.0260574517713404e-05, 2.02605747250113e-05, 2.0260576922369265e-05, 2.0260574025124362e-05, 2.026057141481332e-05, 2.026058275914215e-05, 2.026057743589349e-05, 2.0260576606291216e-05
30, 2.0260571489112146e-05, 2.0260574025124362e-05, 2.0260583135152107e-05, 2.0260578227320167e-05, 2.0260576549232973e-05, 2.0260563772709834e-05, 2.026057628241385e-05, 2.0260567086189245e-05, 2.0260574472148917e-05
31, 2.026057617486522e-05, 2.0260576661707497e-05, 2.0260589719844052e-05, 2.0260571120901943e-05, 2.02605703967963e-05, 2.0260581725525327e-05, 2.0260574025124362e-05, 2.0260572270686577e-05, 2.026057641951783e-05
32, 2.026057381905795e-05, 2.0260572275201974e-05, 2.0260583274719128e-05, 2.0260583407307797e-05, 2.0260574472148917e-05, 2.0260581851135628e-05, 2.0260575715936352e-05, 2.026057187825739e-05, 2.0260581301898445e-05
33, 2.0260569176817978e-05, 2.0260574050985284e-05, 2.0260583135152107e-05, 2.0260588126726684e-05, 2.0260576549232973e-05, 2.0260573925375082e-05, 2.026057878599847e-05, 2.026057943826878e-05, 2.0260578275758105e-05
34, 2.0260571357344614e-05, 2.026058316142355e-05, 2.026057850234916e-05, 2.026058469460841e-05, 2.0260576606291216e-05, 2.0260581980029854e-05, 2.0260578390695594e-05, 2.0260570091801707e-05, 2.026058336872162e-05
35, 2.0260572756707685e-05, 2.0260576339472094e-05, 2.026058639116906e-05, 2.026058129615157e-05, 2.026057495858062e-05, 2.0260576093588015e-05, 2.0260586088226442e-05, 2.0260580489946973e-05, 2.026058465971665e-05
36, 2.0260573925375082e-05, 2.026057311260322e-05, 2.0260584471301146e-05, 2.0260584028791555e-05, 2.0260576477397054e-05, 2.0260582224272113e-05, 2.0260580277312575e-05, 2.0260576066085122e-05, 2.026057890627235e-05
37, 2.0260570948906327e-05, 2.026058382231445e-05, 2.0260587114044375e-05, 2.026058493885073e-05, 2.0260580708738748e-05, 2.0260579177606942e-05, 2.0260574931077727e-05, 2.026057542038289e-05, 2.026058603937797e-05
38, 2.026057641951783e-05, 2.0260583223818215e-05, 2.0260587362802156e-05, 2.0260578270421723e-05, 2.02605669572952e-05, 2.0260571769477338e-05, 2.0260582673349486e-05, 2.0260574824760585e-05, 2.0260575206927613e-05
39, 2.02605703967963e-05, 2.0260569943614563e-05, 2.026058301775162e-05, 2.0260583873215366e-05, 2.0260574974179273e-05, 2.026057127770941e-05, 2.0260584732784096e-05, 2.02605640965868e-05, 2.0260582058023185e-05
40, 2.0260570730935744e-05, 2.0260582327715893e-05, 2.0260584461038864e-05, 2.0260581883153937e-05, 2.0260576549232973e-05, 2.0260568939964865e-05, 2.0260582673349486e-05, 2.0260572137277072e-05, 2.02605693693381e-05
41, 2.0260573343709554e-05, 2.0260581328580372e-05, 2.026057717892613e-05, 2.0260583175790742e-05, 2.0260579520777482e-05, 2.0260571457093867e-05, 2.026058371722869e-05, 2.0260574025124362e-05, 2.0260580485021083e-05
42, 2.0260568802040007e-05, 2.026057508665378e-05, 2.0260585979446233e-05, 2.0260584233216207e-05, 2.026057954622793e-05, 2.026057347835055e-05, 2.0260574025124362e-05, 2.0260582115491947e-05, 2.0260582406119712e-05
43, 2.0260577340249087e-05, 2.0260572517802036e-05, 2.0260578053682458e-05, 2.026058372708048e-05, 2.0260578034389382e-05, 2.0260558492983115e-05, 2.0260570308130307e-05, 2.0260571570799807e-05, 2.0260587203941988e-05
44, 2.0260579585224584e-05, 2.0260579392293775e-05, 2.0260585238919876e-05, 2.0260579161597792e-05, 2.0260576992152732e-05, 2.026057083971579e-05, 2.0260580244062795e-05, 2.026057293075579e-05, 2.0260578946910966e-05
45, 2.026057671835525e-05, 2.0260574587496854e-05, 2.0260587393999505e-05, 2.026058890214503e-05, 2.026056813745567e-05, 2.02605829951746e-05, 2.026057673518538e-05, 2.0260579822488433e-05, 2.026057835621435e-05
46, 2.026057009590661e-05, 2.026057964187235e-05, 2.0260585347700075e-05, 2.0260577845153023e-05, 2.02605740817721e-05, 2.0260575252902597e-05, 2.0260574300563732e-05, 2.0260576365743516e-05, 2.0260582750521835e-05
47, 2.0260576589461085e-05, 2.026057850234916e-05, 2.0260586689596287e-05, 2.0260569943614563e-05, 2.0260570740787523e-05, 2.0260573084279355e-05, 2.026058352060338e-05, 2.0260576246701136e-05, 2.026058639116906e-05
48, 2.0260581307645323e-05, 2.0260574025124362e-05, 2.0260584461038864e-05, 2.0260579112749355e-05, 2.0260574025124362e-05, 2.0260583703271985e-05, 2.0260588126726684e-05, 2.0260577889486053e-05, 2.026057727087611e-05
49, 2.0260578263853867e-05, 2.0260570740787523e-05, 2.026058851176765e-05, 2.026057474799879e-05, 2.0260565177818722e-05, 2.0260574225854392e-05, 2.026058301775162e-05, 2.026057748474192e-05, 2.0260585614519435e-05
50, 2.026057336012919e-05, 2.0260571088883668e-05, 2.026058301775162e-05, 2.026058817147025e-05, 2.0260570309361777e-05, 2.0260574025124362e-05, 2.0260576549232973e-05, 2.0260574973358292e-05, 2.026058465971665e-05
